IMAGE_NAME,TYPE_OF_OBJECTS,OBJECT_NAME,BACKGROUND,DEVICE_NAME,DATA_TYPE
IMG20240220120634.jpg,6,BluetoothModule_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,ONEPLUS_NORD,Train
IMG20240220120801.jpg,7,BluetoothModule_2 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,ONEPLUS_NORD,Train
IMG20240220120808.jpg,7,BluetoothModule_2 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,ONEPLUS_NORD,Train
IMG20240220120856.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,ONEPLUS_NORD,Train
IMG20240220120900.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,ONEPLUS_NORD,Train
IMG20240220121138.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Train
IMG20240220121238.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Train
IMG20240220121305.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Valid
IMG20240220121322.jpg,4,BluetoothModule_1 Diode_2 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Black,ONEPLUS_NORD,Train
IMG20240220121349.jpg,4,BluetoothModule_1 Diode_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Black,ONEPLUS_NORD,Train
IMG20240220121412.jpg,4,BluetoothModule_1 Diode_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Black,ONEPLUS_NORD,Train
IMG20240220121541.jpg,4,Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Train
IMG20240220121703.jpg,4,Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Test
IMG20240220121800.jpg,3,Diode_3 Fuse_1 HighVoltageCeramicCpacitor_1,Black,ONEPLUS_NORD,Train
IMG20240220122108.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122124.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Wooden,ONEPLUS_NORD,Valid
IMG20240220122137.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122146.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122219.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122231.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,ONEPLUS_NORD,Valid
IMG20240220122259.jpg,6,Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122320.jpg,6,Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,ONEPLUS_NORD,Train
IMG20240220122323.jpg,6,Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,ONEPLUS_NORD,Valid
IMG20240220133619.jpg,7,9VolteBattery_1 Buzzer_2 ICChip_1 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Wooden,X,Test
IMG20240220133631.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_1 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_1 ServoMotor_1,Wooden,X,Valid
IMG20240220133705.jpg,5,Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 PushSwitch_2,Wooden,X,Valid
IMG20240220133745.jpg,5,Buzzer_1 ICChip_1 Inductor_2 LCDDisplay_1 PushSwitch_2,Wooden,X,Train
IMG20240220133803.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_2 ServoMotor_1,Wooden,X,Train
IMG20240220133809.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_2 ServoMotor_1,Wooden,X,Train
IMG20240220133817.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_2 ServoMotor_1,Wooden,X,Train
IMG20240220133854.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_1 MotorDriver_1 PushSwitch_1 ServoMotor_1,Wooden,X,Test
IMG20240220134015.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 LCDDisplay_1 PushSwitch_1,Tile,X,Valid
IMG20240220134046.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 LCDDisplay_1 PushSwitch_1 ServoMotor_1,Tile,X,Valid
IMG20240220134102.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_1 ServoMotor_1,Tile,X,Train
IMG20240220134138.jpg,7,9VolteBattery_1 Buzzer_2 ICChip_1 Inductor_1 LCDDisplay_1 PushSwitch_1 ServoMotor_1,Tile,X,Train
IMG20240220134151.jpg,7,9VolteBattery_1 Buzzer_2 ICChip_1 Inductor_1 LCDDisplay_1 PushSwitch_1 ServoMotor_1,Tile,X,Train
IMG20240220134256.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 MotorDriver_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134301.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 MotorDriver_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134404.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134408.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134414.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134424.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134531.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134537.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Test
IMG20240220134801.jpg,5,Buzzer_1 Inductor_1 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Tile,X,Train
IMG20240220134809.jpg,5,Buzzer_1 Inductor_1 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Tile,X,Train
IMG20240220134852.jpg,5,9VolteBattery_1 ICChip_1 LCDDisplay_1 MotorDriver_1 ServoMotor_1,Tile,X,Valid
IMG20240220134904.jpg,5,9VolteBattery_1 ICChip_1 LCDDisplay_1 MotorDriver_1 ServoMotor_1,Tile,X,Train
IMG20240220134936.jpg,5,9VolteBattery_1 ICChip_1 Inductor_2 LCDDisplay_1 ServoMotor_1,Tile,X,Valid
IMG20240220135239.jpg,5,Buzzer_1 ICChip_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135244.jpg,5,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 MotorDriver_1,Black,X,Test
IMG20240220135313.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135324.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135357.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135414.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Valid
IMG20240220135518.jpg,4,Buzzer_1 ICChip_1 Inductor_1 PushSwitch_1,Black,X,Train
IMG20240220135539.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_1 ServoMotor_1,Black,X,Train
IMG20240220135548.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 PushSwitch_1 ServoMotor_1,Black,X,Train
IMG20240220135629.jpg,5,Buzzer_1 ICChip_1 Inductor_2 MotorDriver_1 ServoMotor_1,Black,X,Train
IMG20240220135633.jpg,5,Buzzer_1 ICChip_1 Inductor_2 MotorDriver_1 ServoMotor_1,Black,X,Train
IMG20240220135926.jpg,5,9VolteBattery_1 Buzzer_1 ICChip_1 MotorDriver_1 ServoMotor_1,Wooden,X,Valid
IMG20240220135937.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_1 MotorDriver_1 ServoMotor_1,Wooden,X,Train
IMG20240220133541.jpg,5,9VolteBattery_1 Inductor_1 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Wooden,X,Train
IMG20240220133847.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_1 MotorDriver_1 PushSwitch_1 ServoMotor_1,Wooden,X,Train
IMG20240220134019.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 LCDDisplay_1 PushSwitch_1,Tile,X,Train
IMG20240220134040.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_1 Inductor_2 LCDDisplay_1 PushSwitch_1 ServoMotor_1,Tile,X,Train
IMG20240220134200.jpg,7,9VolteBattery_1 Buzzer_2 ICChip_1 Inductor_1 LCDDisplay_1 PushSwitch_1 ServoMotor_1,Tile,X,Train
IMG20240220134311.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 MotorDriver_1 PushSwitch_2 ServoMotor_1,Tile,X,Test
IMG20240220134439.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134510.jpg,6,9VolteBattery_1 Buzzer_1 ICChip_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134527.jpg,7,9VolteBattery_1 Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Valid
IMG20240220134608.jpg,6,Buzzer_2 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134618.jpg,6,Buzzer_2 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Train
IMG20240220134651.jpg,6,Buzzer_1 ICChip_2 Inductor_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Test
IMG20240220134657.jpg,6,Buzzer_1 ICChip_2 Inductor_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Tile,X,Valid
IMG20240220134719.jpg,5,Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2,Tile,X,Test
IMG20240220134725.jpg,5,Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2,Tile,X,Valid
IMG20240220134733.jpg,5,Buzzer_1 ICChip_2 Inductor_1 LCDDisplay_1 PushSwitch_2,Tile,X,Train
IMG20240220134757.jpg,5,Buzzer_1 Inductor_1 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Tile,X,Train
IMG20240220134815.jpg,5,Buzzer_1 Inductor_1 LCDDisplay_1 MotorDriver_1 PushSwitch_1,Tile,X,Valid
IMG20240220134841.jpg,3,ICChip_1 MotorDriver_3 ServoMotor_1,Tile,X,Train
IMG20240220134845.jpg,5,9VolteBattery_1 ICChip_1 LCDDisplay_1 MotorDriver_1 ServoMotor_1,Tile,X,Train
IMG20240220135003.jpg,5,9VolteBattery_1 ICChip_1 Inductor_2 LCDDisplay_1 ServoMotor_1,Tile,X,Test
IMG20240220135008.jpg,5,9VolteBattery_1 ICChip_1 Inductor_2 LCDDisplay_1 ServoMotor_1,Tile,X,Train
IMG20240220135041.jpg,5,9VolteBattery_1 ICChip_1 Inductor_2 LCDDisplay_1 ServoMotor_1,Tile,X,Train
IMG20240220135044.jpg,5,9VolteBattery_1 ICChip_1 Inductor_2 LCDDisplay_1 ServoMotor_1,Tile,X,Train
IMG20240220135251.jpg,4,9VolteBattery_1 Buzzer_1 Inductor_2 MotorDriver_1,Black,X,Valid
IMG20240220135303.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135346.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135358.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135421.jpg,8,9VolteBattery_1 Buzzer_2 ICChip_2 Inductor_2 LCDDisplay_1 MotorDriver_1 PushSwitch_2 ServoMotor_1,Black,X,Train
IMG20240220135435.jpg,3,Buzzer_1 ICChip_2 PushSwitch_1,Black,X,Train
IMG20240220135456.jpg,4,Buzzer_1 ICChip_1 Inductor_1 PushSwitch_1,Black,X,Train
IMG20240220135511.jpg,4,Buzzer_1 ICChip_1 Inductor_1 PushSwitch_1,Black,X,Train
IMG20240220135617.jpg,5,Buzzer_1 ICChip_1 Inductor_2 PushSwitch_1 ServoMotor_1,Black,X,Train
IMG20240220135847.jpg,3,9VolteBattery_1 Buzzer_1 MotorDriver_1,Wooden,X,Train
IMG20240220135853.jpg,6,Buzzer_1 ICChip_2 Inductor_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Wooden,X,Train
IMG20240220135905.jpg,5,Buzzer_1 ICChip_3 Inductor_2 PushSwitch_2 ServoMotor_1,Wooden,X,Valid
IMG20240220135910.jpg,6,Buzzer_1 ICChip_2 Inductor_2 LCDDisplay_1 PushSwitch_2 ServoMotor_1,Wooden,X,Valid
IMG_5128.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5241.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Valid
IMG_5296.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Black,iPhone,Test
IMG_5321.JPG,3,ArduinoUno_2 ESP32_1 OLEDDisplay_2,Wooden,iPhone,Train
IMG_5322.JPG,3,ArduinoUno_2 ESP32_1 OLEDDisplay_2,Wooden,iPhone,Train
IMG_5323.JPG,3,ArduinoUno_2 ESP32_1 OLEDDisplay_2,Wooden,iPhone,Train
IMG_5126.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5127.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5240.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Test
IMG_5242.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Train
IMG_5294.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Black,iPhone,Train
IMG_5295.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Black,iPhone,Valid
IMG_5130.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5131.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5180.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5218.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5246.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Valid
IMG_5268.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Tile,iPhone,Test
IMG_5272.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Tile,iPhone,Train
IMG_5274.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Tile,iPhone,Train
IMG_5281.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Tile,iPhone,Valid
IMG_5285.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Tile,iPhone,Train
IMG_5303.JPG,4,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2,Wooden,iPhone,Train
IMG_5129.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5132.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5133.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5135.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5138.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5142.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5143.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Valid
IMG_5145.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5146.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Test
IMG_5147.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Valid
IMG_5149.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Valid
IMG_5151.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5153.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5155.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5157.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5158.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5159.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Tile,iPhone,Train
IMG_5163.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Valid
IMG_5164.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5166.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5167.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Valid
IMG_5168.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5169.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5172.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5173.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5174.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5177.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5178.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Valid
IMG_5179.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Train
IMG_5181.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Black,iPhone,Valid
IMG_5182.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5185.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5190.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Valid
IMG_5191.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Train
IMG_5192.JPG,5,ESP32_1 GasSensor_1 LEDLight_1 OLEDDisplay_1 SonarSensor_1,Wooden,iPhone,Valid
IMG_5209.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5210.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5212.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Test
IMG_5215.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5217.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Valid
IMG_5219.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Valid
IMG_5220.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5222.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Valid
IMG_5223.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5224.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5227.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Test
IMG_5228.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5230.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Train
IMG_5231.JPG,5,ArduinoUno_1 ESP32_1 GasSensor_1 LEDLight_2 OLEDDisplay_1,Black,iPhone,Test
IMG_5235.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Train
IMG_5237.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Train
IMG_5239.JPG,6,ArduinoUno_1 ESP32_1 GasSensor_2 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Black,iPhone,Train
IMG_5245.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Valid
IMG_5247.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5249.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Valid
IMG_5250.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Test
IMG_5251.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5252.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5253.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5254.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5258.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Test
IMG_5260.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5262.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Valid
IMG_5263.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5264.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5267.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Wooden,iPhone,Train
IMG_5270.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Tile,iPhone,Train
IMG_5271.JPG,5,ArduinoUno_2 ESP32_1 LEDLight_2 OLEDDisplay_2 SonarSensor_1,Tile,iPhone,Train
